,Ecadherin,miR200,miR34,Snail,Twist1,ZEB1,EpCAM,THY1,MYC,cosineSim1,cosineSim2,Diff,Diff_pheno,weight,rEMTscore,chemo_rEMTscore,att_stability,F_major_att,major_att_size
"[('GLI', 1), ('THY1', 1)]",0.2938591827067159,0.2881577548120148,0.2938591827067159,0.7061408172932839,0.9942985721052988,0.7061408172932839,0.7118422451879851,1.0,0.9885971442105976,0.365183474428689,0.2326214198270162,-0.4122816345865679,0.0,0.293859182706716,0.1073125173336135,0.0683579403104428,0.0623527336899694,-23.857142857142858,0.9885971442105976
"[('NOTCH', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.0445435403187374,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-33.8,1.0
"[('PI3K', 1), ('THY1', 1)]",1.0,0.2883642064230445,0.5767284128460891,0.0,0.852726322628259,0.7054526452565182,0.7116357935769555,1.0,0.8465431743078217,0.5841953779292968,0.4882691012180005,0.2945473547434818,0.0,0.6472736773717409,0.3781342905758699,0.3160437366923699,0.0666119438295146,-22.428571428571427,0.9876337033591254
"[('GSK3b', 1), ('THY1', 1)]",1.0,0.4337479758575003,0.8674959517150007,0.0,0.6325040482849993,0.1325040482849992,0.5662520241424995,1.0,0.1325040482849992,0.7457224764724486,0.691045182212294,0.8674959517150007,-1.0,0.9337479758575004,0.6963168529575913,0.6452620401168071,0.578230317646441,-42.0,0.7349919034300014
"[('TGFBR', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('SMAD4', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.0445435403187374,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-29.8,1.0
"[('THY1', 1), ('Twist1', 1)]",1.0,0.2886497893700469,0.5772995787400939,0.0,1.0,0.7045007020998435,0.7113502106299531,1.0,0.8454008425198121,0.5687512342662806,0.4754738895385766,0.2954992979001565,0.0,0.6477496489500782,0.368408412335907,0.3079880450335412,0.0723794442520578,-20.714285714285715,0.9863009829397807
"[('THY1', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.5586978730737039,0.0,0.1391450445571365,1.0,0.0,0.7541573956275207,0.8322259134827393,1.0,-1.0,1.0,0.7541573956275207,0.8322259134827393,0.7603506625483172,-31.0,0.6957252227856826
"[('SMAD23', 1), ('THY1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.0445435403187374,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-27.8,1.0
"[('THY1', 1), ('p38', 1)]",0.8591372360167222,0.2887058540250833,0.5774117080501666,0.1408627639832777,0.8521569099581945,0.7043138199163889,0.7112941459749167,1.0,0.8451765838996667,0.5669640061164678,0.463556805087151,0.1548234161003333,0.0,0.5774117080501666,0.3273716551746747,0.26766312660365,0.0734958451330756,-21.285714285714285,0.9860393478829445
"[('RAS', 1), ('THY1', 1)]",1.0,0.2886508548625848,0.5773017097251697,0.0,0.8522485752290253,0.7044971504580505,0.7113491451374152,1.0,0.8453965805496606,0.5845466987700371,0.4886792714478316,0.2955028495419495,0.0,0.6477514247709748,0.3786409569734613,0.3165426943363749,0.0724007080554206,-21.571428571428573,0.9862960106412708
"[('MYC', 1), ('THY1', 1)]",1.0,0.2885474521577952,0.5770949043155905,0.0,0.8524209130703412,0.7048418261406824,0.7114525478422047,1.0,1.0,0.5680287577716138,0.4748294780346284,0.2951581738593176,0.0,0.6475790869296588,0.3678435443075299,0.3074896398329512,0.0703284962262836,-21.571428571428573,0.9867785565969552
"[('NFKB', 1), ('THY1', 1)]",1.0,0.2885641656723411,0.5771283313446823,0.0,0.8523930572127646,0.7047861144255293,0.7114358343276588,1.0,0.8457433373106351,0.5844404516154983,0.4885552174751248,0.2952138855744707,0.0,0.6476069427872353,0.3784876941119039,0.3163917507718184,0.0706646312552075,-15.571428571428571,0.986700560195741
"[('ERK', 1), ('THY1', 1)]",0.8049004119815383,0.0,0.8049004119815383,0.1950995880184617,1.0,1.0,0.0,1.0,1.0,0.3485170771694368,0.4024328566419118,-0.1950995880184617,0.0,0.4024502059907691,0.1402607694981406,0.1619591860529911,0.7927385740795172,-25.0,0.6733512994455286
"[('RAF', 1), ('THY1', 1)]",0.79598856810364,0.0055476642764647,0.79598856810364,0.2040114318963599,0.9944523357235352,0.9889046714470704,0.0055476642764647,1.0,0.9889046714470704,0.3496966133787582,0.402397477156945,-0.1929161033434303,0.0,0.4035419483282848,0.141117252686667,0.1623842619343,0.8673101102267247,-23.0,0.6484691869320418
"[('THY1', 1), ('ZEB1', 1)]",1.0,0.2887402238250235,0.5704199253916588,0.0,0.852099626958294,1.0,0.4295800746083411,1.0,0.852099626958294,0.5094682672182773,0.4778667424923312,0.0,0.0,0.5,0.2547341336091386,0.2389333712461656,0.0741777774060983,-19.857142857142858,0.9858789554832236
"[('EpCAM', 1), ('MDM2', 1)]",0.9604025200841624,0.0,0.1317365627390971,0.0395974799158378,1.0,0.9298040598699312,1.0,1.0,0.9298040598699312,0.4392937106938357,0.2647962011125734,0.0305984602142311,0.0,0.5152992301071155,0.2263677109114314,0.136449278568598,1.1087856550197106,-27.0,0.6711636859219586
"[('Ecadherin', 1), ('EpCAM', 1)]",1.0,0.2887294442557696,0.5774588885115391,0.0,0.8521175929070507,0.7042351858141015,1.0,0.7042351858141015,0.8450822229769217,0.6508025615647287,0.4892934117267552,0.2957648141858985,0.0,0.6478824070929492,0.4216435301288137,0.3170045933642516,0.0739640995135592,-21.0,0.985929260139742
"[('EpCAM', 1), ('GRB2SOS', 1)]",1.0,0.2887057358601126,0.5774114717202253,0.0,0.8521571068998122,0.7043142137996244,1.0,0.7112942641398873,0.8451770565595493,0.6500988113503843,0.4887578112354158,0.2956857862003755,0.0,0.6478428931001878,0.4211618947462262,0.3166382744560673,0.0734934974066738,-23.285714285714285,0.9860398993194742
"[('EpCAM', 1), ('TAK1', 1)]",0.8591833894210456,0.2887750841315683,0.5775501682631367,0.1408166105789544,0.8520415264473861,0.7040830528947721,1.0,0.7040830528947721,0.8448996634737266,0.6349544245435212,0.4641747342473192,0.1551003365262734,0.0,0.5775501682631368,0.3667180347345338,0.268084195868036,0.0748675542551435,-18.142857142857142,0.985716274052681
"[('EpCAM', 1), ('miR200', 1)]",1.0,1.0,1.0,0.0,0.8521562550597162,0.0,1.0,0.7043125101194326,0.7043125101194326,0.836367583733719,0.7243155744152094,1.0,-1.0,1.0,0.836367583733719,0.7243155744152094,0.0735036519703475,-29.285714285714285,0.9860375141672056
"[('AKT', 1), ('EpCAM', 1)]",1.0,0.2880321316820488,0.5760642633640977,0.0,0.8532797805299186,0.7065595610598372,1.0,0.7119678683179512,0.8478714732718046,0.6490622960208221,0.4877940358198639,0.2934404389401628,0.0,0.6467202194700814,0.419761710532341,0.3154662659016191,0.0597211683501043,-20.714285714285715,0.989183385483772
"[('EpCAM', 1), ('miR34', 1)]",1.0,0.2885536970053063,1.0,0.0,0.852410504991156,0.7048210099823121,1.0,0.7048210099823121,0.7048210099823121,0.7142157659589746,0.5739247719814776,0.2951789900176879,0.0,0.6475894950088439,0.462518627204727,0.3716676532605509,0.0704541443363823,-21.0,0.986749413975237
"[('EpCAM', 1), ('IKK', 1)]",1.0,0.2887105244217446,0.5774210488434892,0.0,0.8521491259637589,0.704298251927518,1.0,0.704298251927518,0.8451579023130216,0.650769227941879,0.4892631584892548,0.2957017480724819,0.0,0.647850874036241,0.421601413118036,0.3169695648609956,0.0735886198709847,-16.428571428571427,0.9860175526985252
"[('EpCAM', 1), ('MEK', 1)]",0.7830667705704815,0.0049756320815397,0.7830667705704815,0.2169332294295186,0.9950243679184604,0.9900487358369204,1.0,0.9900487358369204,0.9900487358369204,0.5161190696152907,0.3641708002811928,-0.206981965266439,0.0,0.3965090173667804,0.2046458651374159,0.1443970061731698,0.8834975214314476,-25.0,0.6240289941121172
"[('AP1', 1), ('EpCAM', 1)]",0.295969315742115,0.2887907947226345,0.295969315742115,0.704030684257885,0.9928214789805194,0.704030684257885,1.0,0.9856429579610388,0.9856429579610388,0.4132286681443857,0.2234477567495838,-0.4080613685157699,0.0,0.295969315742115,0.1223030061557193,0.0661336796692848,0.0751778021832172,-21.857142857142858,0.9856429579610388
"[('EpCAM', 1), ('bcatenin', 1)]",1.0,0.2857142857142857,0.5714285714285714,0.0,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,0.8571428571428571,0.6454972243679028,0.4844813951249544,0.2857142857142857,0.0,0.6428571428571428,0.414962501379366,0.3114523254374706,0.0,-21.0,1.0
"[('EpCAM', 1), ('TGFb', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-77.0,1.0
"[('EpCAM', 1), ('Snail', 1)]",0.0,0.2886357051147434,0.2886357051147434,1.0,1.0,0.7113642948852565,1.0,1.0,0.9931833547322652,0.3315154470395616,0.1401027808525881,-0.7113642948852565,1.0,0.1443178525573717,0.0478435974063466,0.0202193324699615,0.0720981956153817,-24.714285714285715,0.9863667094645304
"[('EpCAM', 1), ('GLI', 1)]",0.2940109899809099,0.288203296994273,0.2940109899809099,0.70598901001909,0.9941923070133628,0.70598901001909,1.0,0.988384614026726,0.988384614026726,0.4115869912557989,0.221953400394972,-0.41197802003818,0.0,0.29401098998091,0.1210110987623815,0.065256738979755,0.0632991420288987,-24.428571428571427,0.988384614026726
