,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('GSK3b', 0)]",0.020833333333333332,-0.015625,0.048295454545454544,,0.0,0.01644736842105263,0.21875,0.0,0.0,0.0,0.0,-0.0625,,0.0625,0.0,0.0,0.0,-0.125,0.0,0.0234375,0.020833333333333332,0.0,0.013888888888888888,0.0,,0.0,-0.0078125,0.1111111111111111,-0.0625,-0.010416666666666666,0.0,-0.025
"[('NOTCH', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('THY1', 1)]",-0.020833333333333332,0.0,0.0,,0.0,0.007236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,,0.0,0.0,0.006944444444444444,0.0,0.0,0.0,0.01875
"[('MYC', 0)]",0.0,0.0,-0.005681818181818182,,0.09375,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.025
"[('miR200', 0)]",0.0,0.0,-0.005681818181818182,,0.0,0.007236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.125,,0.0,-0.09375,-0.006944444444444444,0.0625,0.0,0.0,0.05
"[('THY1', 0)]",0.0625,0.0,0.0,,0.0,0.0059210526315789476,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,,0.0,0.0,0.006944444444444444,0.0,0.0,0.0,0.01875
"[('NFKB', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('p53', 0)]",-0.0625,0.0625,-0.014204545454545454,,0.03125,0.01644736842105263,0.0625,0.25,0.0,0.0,0.5,0.0625,,0.0,0.125,-0.125,0.0,-0.125,0.0,-0.0234375,0.14583333333333334,0.0,0.0,0.125,,0.1875,-0.09375,0.006944444444444444,0.0625,0.0625,0.25,-0.09375
"[('AKT', 1)]",0.020833333333333332,0.0,-0.011363636363636364,,0.0,0.013157894736842105,0.0625,0.0,0.0,0.0,0.0,0.0,,0.0,0.125,0.375,0.0,0.0,0.0,0.015625,0.010416666666666666,0.0,0.0,0.0,,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.00625
"[('NFKB', 1)]",0.0,-0.03125,0.0,,0.0,0.025657894736842105,0.03125,0.0,0.0,1.0,0.0,0.0,,0.3125,0.3333333333333333,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.006944444444444444,0.0,,0.0,0.0,0.006944444444444444,0.0,-0.020833333333333332,0.0,0.0
"[('TGFBR', 1)]",-0.4791666666666667,0.15625,-0.036931818181818184,,0.53125,-0.1368421052631579,-0.46875,-0.75,0.0,0.0,0.0,-0.1875,,-0.3125,0.7916666666666666,-0.125,-0.25,-0.625,-0.5,-0.2421875,-0.3229166666666667,0.0,-0.2152777777777778,0.375,,-0.3125,-0.375,-0.19444444444444445,-0.0625,0.0625,-0.25,0.025
"[('EpCAM', 1)]",0.0,0.25,-0.011363636363636364,,-0.0625,0.007894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02734375,0.0,0.0,0.0,0.0,,0.0,0.0,0.003472222222222222,0.0,-0.010416666666666666,0.0,0.021875
"[('TGFb', 1)]",-0.4791666666666667,0.15625,-0.036931818181818184,,0.53125,-0.21052631578947367,-0.46875,-0.75,0.0,0.0,0.0,-0.1875,,-0.3125,-0.20833333333333334,-0.125,-0.25,-0.625,-0.5,-0.2421875,-0.3229166666666667,0.0,-0.2152777777777778,-0.125,,-0.3125,-0.375,-0.3055555555555556,-0.0625,-0.2708333333333333,-0.25,0.025
"[('miR34', 0)]",0.0,-0.03125,-0.011363636363636364,,-0.03125,0.02631578947368421,0.15625,0.0,0.0,0.0,0.0,0.0,,0.3125,0.0,0.0,0.0,0.0,0.0,-0.0390625,0.010416666666666666,0.0,0.1111111111111111,0.0,,0.0,0.09375,-0.003472222222222222,0.0,0.2708333333333333,0.0,0.01875
"[('ERK', 1)]",-0.14583333333333334,0.40625,-0.26420454545454547,,0.53125,0.021052631578947368,0.28125,0.25,0.0,0.0,0.0,0.8125,,0.1875,0.125,-0.125,-0.25,-0.125,0.5,-0.0546875,0.010416666666666666,0.0,0.11805555555555555,0.125,,-0.0625,-0.125,-0.027777777777777776,-0.0625,0.0625,0.75,0.075
"[('TGFBR', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('SMAD4', 1)]",-0.0625,0.03125,-0.002840909090909091,,0.03125,0.04078947368421053,0.15625,0.25,0.0,0.0,0.0,-0.1875,,0.1875,0.125,-0.125,0.0,-0.125,0.5,0.1015625,0.052083333333333336,0.0,0.10416666666666667,0.125,,0.1875,-0.125,0.0,0.0625,0.020833333333333332,0.25,0.0125
"[('bcatenin', 0)]",-0.0625,0.015625,-0.048295454545454544,,0.0,-0.015131578947368421,-0.21875,0.0,0.25,0.0,0.0,0.0625,,-0.0625,0.0,0.0,0.0,0.125,0.0,-0.0234375,-0.020833333333333332,0.0,-0.013888888888888888,0.0,,0.0,0.0078125,-0.1111111111111111,0.0625,0.010416666666666666,0.0,0.025
"[('RAS', 1)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('p38', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('PI3K', 0)]",-0.125,0.0,0.0,,0.0,-0.003947368421052632,0.0,-0.25,0.0,0.0,0.0,0.0,,0.0,-0.125,0.125,0.0,0.125,0.0,-0.015625,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0375
"[('AP1', 0)]",0.0,-0.0625,0.014204545454545454,,0.0,0.0013157894736842105,-0.03125,0.0,0.0,0.0,0.0,0.0,,-0.0625,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.0,-0.006944444444444444,0.0,,0.3125,0.0,0.003472222222222222,0.0,0.020833333333333332,-0.25,-0.0125
"[('GLI', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('PI3K', 1)]",0.020833333333333332,0.0,-0.011363636363636364,,0.0,0.013157894736842105,0.0625,0.25,0.0,0.0,0.0,0.0,,0.0,0.125,-0.125,0.0,-0.125,0.0,0.015625,0.010416666666666666,0.0,0.0,0.0,,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.05625
"[('GRB2SOS', 1)]",0.020833333333333332,0.0,-0.011363636363636364,,0.0,0.002631578947368421,0.0625,-0.75,0.0,0.0,0.0,0.0,,0.0,0.125,-0.125,0.0,-0.125,0.0,0.015625,0.010416666666666666,0.0,0.1111111111111111,0.0,,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.05625
"[('MYC', 1)]",0.0,0.0,0.028409090909090908,,-0.03125,0.011842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,,0.0,0.0,0.010416666666666666,0.0,0.125,0.0,0.025
"[('IKK', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MDM2', 0)]",-0.3125,-0.15625,-0.014204545454545454,,-0.09375,-0.06842105263157895,-0.21875,-0.25,0.0,0.0,0.0,-0.0625,,-0.3125,-0.20833333333333334,-0.125,0.0,0.125,0.0,0.1015625,-0.23958333333333334,0.0,-0.0625,-0.125,,0.0625,-0.21875,0.013888888888888888,-0.0625,-0.2708333333333333,0.0,-0.025
"[('RAF', 0)]",0.0,0.0,0.03977272727272727,,0.0,0.007236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,-0.05555555555555555,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('GRB2SOS', 0)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('Twist1', 1)]",0.0,0.0,0.005681818181818182,,0.0,0.011842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,,0.1875,0.03125,0.0,0.0,0.0,0.25,0.0125
"[('p53', 1)]",-0.3125,-0.15625,-0.014204545454545454,,-0.09375,-0.06842105263157895,-0.21875,-0.25,0.0,0.0,1.0,-0.0625,,-0.3125,-0.20833333333333334,-0.125,0.0,0.125,0.0,0.1015625,-0.23958333333333334,0.0,-0.0625,-0.125,,0.0625,-0.21875,0.013888888888888888,-0.0625,-0.2708333333333333,0.0,-0.125
"[('AKT', 0)]",-0.10416666666666667,0.0,0.011363636363636364,,0.0,-0.005263157894736842,-0.0625,0.0,0.0,0.0,0.0,0.0,,0.0,-0.20833333333333334,0.375,0.0,0.0,0.0,0.015625,-0.010416666666666666,0.0,0.0,0.0,,0.0,0.0,-0.020833333333333332,0.0,0.0,0.0,0.01875
"[('Twist1', 0)]",0.0,-0.0625,0.008522727272727272,,0.0,-0.009868421052631578,-0.03125,0.0,0.0,0.0,0.0,0.0,,-0.0625,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.0,-0.006944444444444444,0.0,,-0.1875,-0.03125,0.003472222222222222,0.0,0.020833333333333332,-0.25,0.0
