,Ecadherin,miR200,miR34,Snail,Twist1,ZEB1,EpCAM,THY1,MYC,cosineSim1,cosineSim2,Diff,Diff_pheno,weight,rEMTscore,chemo_rEMTscore,att_stability,F_major_att,major_att_size
"[('NOTCH', 1), ('PI3K', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('AKT', 1), ('PI3K', 1), ('TAK1', 1)]",0.8588893228522649,0.2883339842783975,0.576667968556795,0.1411106771477349,0.8527766928693373,0.7055533857386749,0.7116660157216025,0.7116660157216025,0.8466640628864097,0.5993678533487337,0.4898626599182667,0.15333593711359,0.0,0.576667968556795,0.3456362424088612,0.282488104966895,0.0659933382449989,-20.142857142857142,0.9877747400341448
"[('PI3K', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('GLI', 1), ('PI3K', 1), ('TAK1', 1)]",0.2949321150810229,0.2884796345243068,0.2949321150810229,0.7050678849189772,0.993547519443284,0.7050678849189772,0.7115203654756932,0.993547519443284,0.987095038886568,0.3664284418091231,0.233756167230757,-0.4101357698379543,0.0,0.2949321150810228,0.1080715153686081,0.0689422008146004,0.0689597637566956,-25.285714285714285,0.987095038886568
"[('PI3K', 1), ('TAK1', 1), ('p38', 1)]",0.8591205681949416,0.2886808522924125,0.577361704584825,0.1408794318050583,0.8521985795126458,0.7043971590252917,0.7113191477075875,0.7113191477075875,0.8452765908303499,0.5999311242669519,0.4904984876173038,0.15472340916965,0.0,0.5773617045848249,0.3463772565402578,0.2831950429070051,0.0729986119902732,-20.142857142857142,0.9861560226354082
"[('PI3K', 1), ('RAF', 1), ('TAK1', 1)]",0.7230272944065356,0.0063484286827379,0.7230272944065356,0.2769727055934644,0.993651571317262,0.987303142634524,0.0063484286827379,0.993651571317262,0.987303142634524,0.3246787547024105,0.3732751535601282,-0.2642758482279884,0.0,0.3678620758860058,0.1194370007009119,0.1373137728652963,0.946296165856494,-23.0,0.4997166670601846
"[('NFKB', 1), ('PI3K', 1), ('TAK1', 1)]",0.8590441720677036,0.2885662581015555,0.5771325162031111,0.1409558279322962,0.8523895698307404,0.7047791396614812,0.7114337418984443,0.7114337418984443,0.8457349675937773,0.5997450199977156,0.4902883943567527,0.1542650324062223,0.0,0.5771325162031111,0.3461323524715667,0.2829613747002959,0.0707066805858999,-20.142857142857142,0.9866907955260736
"[('GRB2SOS', 1), ('PI3K', 1), ('TAK1', 1)]",0.8591120822756653,0.288668123413498,0.577336246826996,0.1408879177243346,0.8522197943108366,0.7044395886216733,0.7113318765865021,0.7113318765865021,0.8453275063460078,0.5999104513551974,0.4904751491562203,0.1546724936539919,0.0,0.577336246826996,0.3463500484176988,0.2831690817757633,0.0727450781792615,-22.142857142857142,0.9862154240703426
"[('PI3K', 1), ('TAK1', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.5919188742034309,0.0,0.3946125828022873,0.0,0.0,0.9064604792603166,0.9250160758174192,1.0,-1.0,1.0,0.9064604792603166,0.9250160758174192,0.0713918135690946,-23.8,0.9865314570057184
"[('GSK3b', 1), ('PI3K', 1), ('TAK1', 1)]",0.8657464224862083,0.4328732112431041,0.8657464224862083,0.1342535775137917,0.6342535775137917,0.2013803662706876,0.6342535775137917,0.5671267887568958,0.1342535775137917,0.8232369383775977,0.7351586216208722,0.6643660562155207,-1.0,0.8321830281077603,0.685083808229231,0.6117865278799847,0.5817683627898736,-38.0,0.7314928449724165
"[('PI3K', 1), ('TAK1', 1), ('bcatenin', 1)]",0.8571428571428571,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5951190357119042,0.485071250072666,0.1428571428571428,0.0,0.5714285714285714,0.3400680204068023,0.2771835714700948,0.0,-20.142857142857142,1.0
"[('MDM2', 1), ('PI3K', 1), ('TAK1', 1)]",0.8237285284170345,0.0,0.1268658015187465,0.1762714715829654,1.0,0.9664315258819228,1.0,1.0,0.9343916602370358,0.4146345990048318,0.2333260178972013,-0.1427029974648884,0.0,0.4286485012675557,0.1777324994370951,0.1000148478783622,1.096818160049322,-23.0,0.6768457874799134
"[('PI3K', 1), ('SMAD23', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-33.8,1.0
"[('AP1', 1), ('PI3K', 1), ('TAK1', 1)]",0.2958336646745413,0.2887500994023624,0.2958336646745413,0.7041663353254587,0.9929164347278212,0.7041663353254587,1.0,0.9929164347278212,0.985832869455642,0.4125570110417477,0.2230425407912527,-0.4083326706509173,0.0,0.2958336646745413,0.1220482524636554,0.0659834922205971,0.0743733763676466,-25.571428571428573,0.985832869455642
"[('IKK', 1), ('PI3K', 1), ('TAK1', 1)]",0.8590920676820368,0.2886381015230553,0.5772762030461106,0.1409079323179631,0.8522698307949078,0.7045396615898156,0.7113618984769448,0.7113618984769448,0.8454475939077787,0.5998616937817999,0.4904201056051502,0.1545524060922212,0.0,0.5772762030461106,0.3462858809391661,0.2831078564612136,0.0721460721550864,-20.142857142857142,0.986355526225742
"[('ERK', 1), ('PI3K', 1), ('TAK1', 1)]",0.8063417388031615,0.0,0.8063417388031615,0.1936582611968385,1.0,1.0,0.0,1.0,1.0,0.3490075632430242,0.4029992211751508,-0.1936582611968385,0.0,0.4031708694015807,0.1407096827004172,0.1624775463693454,0.7898860779022925,-25.0,0.6759691381257057
"[('MEK', 1), ('PI3K', 1), ('TAK1', 1)]",0.746850944716585,0.0055621244661084,0.746850944716585,0.2531490552834149,0.9944378755338916,0.9888757510677832,0.0055621244661084,0.9944378755338916,0.9888757510677832,0.3327410795568415,0.3827961669540732,-0.2420248063511981,0.0,0.3789875968244009,0.1261047421060041,0.1450749993875163,0.9303809580041784,-23.0,0.5514225042831978
"[('AKT', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('NOTCH', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('GLI', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-47.8,1.0
"[('NOTCH', 1), ('TAK1', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('NOTCH', 1), ('RAF', 1), ('TAK1', 1)]",0.7551766951537198,0.0,0.7551766951537198,0.2448233048462801,1.0,1.0,0.0,1.0,1.0,0.331150263244713,0.382379387253101,-0.2448233048462802,0.0,0.3775883475768599,0.1250384806982133,0.1443820009803506,0.8710157879269287,-25.0,0.5818959265254497
"[('NFKB', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('GRB2SOS', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-43.8,1.0
"[('NOTCH', 1), ('TAK1', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.6,0.0,0.4,0.0,0.0,0.9061030445113444,0.9231861823449956,1.0,-1.0,1.0,0.9061030445113444,0.9231861823449956,0.0,-25.8,1.0
"[('GSK3b', 1), ('NOTCH', 1), ('TAK1', 1)]",0.5970718664016664,0.0,0.5970718664016664,0.4029281335983335,1.0,0.7014640667991668,0.5634442872746155,1.0,0.6000000000000001,0.4369535105749962,0.3428026110408848,-0.1043922003975004,0.0,0.4478038998012498,0.1956694860673299,0.1535083460861591,1.1044122982504443,-15.4,0.5617170107492226
"[('NOTCH', 1), ('TAK1', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('MDM2', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('NOTCH', 1), ('SMAD23', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('AP1', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('IKK', 1), ('NOTCH', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('ERK', 1), ('NOTCH', 1), ('TAK1', 1)]",0.8084473268975114,0.0,0.8084473268975114,0.1915526731024885,1.0,1.0,0.0,1.0,1.0,0.3497227830574877,0.4038250858799713,-0.1915526731024885,0.0,0.4042236634487557,0.1413662245589921,0.1632356556069104,0.7851772593423529,-27.0,0.6787307267012064
"[('MEK', 1), ('NOTCH', 1), ('TAK1', 1)]",0.7634720255490945,0.0,0.7634720255490945,0.2365279744509053,1.0,1.0,0.0,1.0,1.0,0.3341074419587236,0.3857940431062528,-0.2365279744509054,0.0,0.3817360127745473,0.1275408427316266,0.1472714797675527,0.8580304635028977,-25.0,0.5946853062577204
"[('AKT', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('AKT', 1), ('GLI', 1), ('TAK1', 1)]",0.2944203165133262,0.2883260949539978,0.2944203165133262,0.7055796834866738,0.9939057784406716,0.7055796834866738,0.7116739050460021,0.9939057784406716,0.9878115568813431,0.3660444003055023,0.2333484646977144,-0.4111593669733476,0.0,0.2944203165133262,0.1077709081958766,0.0687025288341998,0.0658315842995768,-24.714285714285715,0.9878115568813431
"[('AKT', 1), ('TAK1', 1), ('p38', 1)]",0.8588778947981413,0.2883168421972119,0.5766336843944239,0.1411221052018587,0.8528052630046468,0.7056105260092935,0.7116831578027881,0.7116831578027881,0.8467326312111522,0.5993400208167445,0.4898312460015343,0.1532673687888477,0.0,0.5766336843944239,0.3455996444085901,0.2824531961133761,0.0656417325773839,-19.571428571428573,0.9878547364130108
"[('AKT', 1), ('RAF', 1), ('TAK1', 1)]",0.720369541137376,0.0060362706511748,0.720369541137376,0.279630458862624,0.9939637293488252,0.9879274586976504,0.0060362706511748,0.9939637293488252,0.9879274586976504,0.3234366272560955,0.3719207111581257,-0.2675579175602743,0.0,0.3662210412198628,0.1184492984023679,0.1362051900915606,0.9481412539674284,-23.0,0.4969833376540736
"[('AKT', 1), ('NFKB', 1), ('TAK1', 1)]",0.8588051967292917,0.2882077950939375,0.5764155901878751,0.1411948032707082,0.8529870081767706,0.7059740163535413,0.7117922049060624,0.7117922049060624,0.8471688196242495,0.5991629768921731,0.4896314291377985,0.1528311803757504,0.0,0.5764155901878751,0.3453668809440262,0.2822311892009969,0.0633924020094052,-19.571428571428573,0.9883636228949578
"[('AKT', 1), ('GRB2SOS', 1), ('TAK1', 1)]",0.8588785813972579,0.288317872095887,0.576635744191774,0.1411214186027419,0.8528035465068549,0.7056070930137099,0.711682127904113,0.711682127904113,0.8467285116164518,0.5993416929882871,0.4898331333316384,0.1532714883835479,0.0,0.576635744191774,0.3456018431614586,0.2824552933684777,0.0656628721216402,-22.142857142857142,0.987849930219194
"[('AKT', 1), ('TAK1', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.5929538673399127,0.0,0.3953025782266085,0.0,0.0,0.9064157837863992,0.9247824923576682,1.0,-1.0,1.0,0.9064157837863992,0.9247824923576682,0.0638679766574217,-23.8,0.9882564455665211
"[('AKT', 1), ('GSK3b', 1), ('TAK1', 1)]",0.8662003337283257,0.4331001668641628,0.8662003337283257,0.1337996662716742,0.6337996662716742,0.2006994994075113,0.6337996662716742,0.566899833135837,0.1337996662716742,0.8234595677994593,0.7355640271769968,0.6655008343208144,-1.0,0.8327504171604072,0.6857362985997283,0.6125412504798332,0.5808564346275238,-37.0,0.7324006674566516
"[('AKT', 1), ('TAK1', 1), ('bcatenin', 1)]",0.8571428571428571,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5951190357119042,0.485071250072666,0.1428571428571428,0.0,0.5714285714285714,0.3400680204068023,0.2771835714700948,0.0,-19.571428571428573,1.0
"[('AKT', 1), ('MDM2', 1), ('TAK1', 1)]",0.8227744385811306,0.0,0.1181523462457701,0.1772255614188693,1.0,0.972943633308881,1.0,1.0,0.9464729406753593,0.4113922023352394,0.2302884210816282,-0.1501691947277503,0.0,0.4249154026361248,0.1748068832966404,0.0978530971663375,1.0500615754807867,-23.0,0.689438936084621
"[('AKT', 1), ('SMAD23', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-33.8,1.0
"[('AKT', 1), ('AP1', 1), ('TAK1', 1)]",0.2945781231246582,0.2883734369373975,0.2945781231246582,0.7054218768753417,0.9937953138127392,0.7054218768753417,1.0,0.9937953138127392,0.9875906276254784,0.4115748984815748,0.222122857597328,-0.4108437537506835,0.0,0.2945781231246582,0.121240961119924,0.0654325344941066,0.066800554189105,-25.0,0.9875906276254784
"[('AKT', 1), ('IKK', 1), ('TAK1', 1)]",0.8588519355775066,0.2882779033662599,0.5765558067325199,0.1411480644224933,0.8528701610562334,0.7057403221124667,0.7117220966337401,0.7117220966337401,0.84688838653496,0.5992767996965577,0.4897598911608556,0.1531116134650398,0.0,0.5765558067325199,0.3455165187051315,0.2823739091534783,0.0648410607098444,-19.571428571428573,0.9880364509574534
"[('AKT', 1), ('ERK', 1), ('TAK1', 1)]",0.8036021672711566,0.0,0.8036021672711566,0.1963978327288433,1.0,1.0,0.0,1.0,1.0,0.3480746559335401,0.4019219926026316,-0.1963978327288433,0.0,0.4018010836355783,0.1398567739401775,0.1614926921647082,0.7956028821105585,-25.0,0.6716571493905343
"[('AKT', 1), ('MEK', 1), ('TAK1', 1)]",0.7453870690712797,0.0052600907864065,0.7453870690712797,0.2546129309287204,0.9947399092135932,0.9894798184271868,0.0052600907864065,0.9947399092135932,0.9894798184271868,0.3319614501835302,0.3819730392493697,-0.2440927493559072,0.0,0.3779536253220464,0.1254660335640291,0.1443680949595796,0.9312533675957682,-23.0,0.5507361059992639
"[('GLI', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.8,1.0
"[('SMAD4', 1), ('TAK1', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('RAF', 1), ('SMAD4', 1), ('TAK1', 1)]",0.7323698687130178,0.0,0.7323698687130178,0.2676301312869822,1.0,1.0,0.0,1.0,1.0,0.3228976711149465,0.3728501146778352,-0.2676301312869822,0.0,0.3661849343565089,0.1182402625010962,0.1365320947681199,0.902672516986586,-23.0,0.546395386464497
"[('NFKB', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('GRB2SOS', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-37.8,1.0
"[('SMAD4', 1), ('TAK1', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.6,0.0,0.4,0.0,0.0,0.9061030445113444,0.9231861823449956,1.0,-1.0,1.0,0.9061030445113444,0.9231861823449956,0.7133599399668789,-29.8,0.7018963650425367
"[('GSK3b', 1), ('SMAD4', 1), ('TAK1', 1)]",0.587632725090464,0.0,0.587632725090464,0.412367274909536,1.0,0.706183637454768,0.5584358790010635,1.0,0.6,0.4317438788341398,0.3379537301374747,-0.1185509123643039,0.0,0.440724543817848,0.1902801240453245,0.1489445035463787,1.138289420371792,-16.6,0.548191017177761
"[('SMAD4', 1), ('TAK1', 1), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('MDM2', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('SMAD23', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-33.8,1.0
"[('AP1', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('IKK', 1), ('SMAD4', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-35.8,1.0
"[('ERK', 1), ('SMAD4', 1), ('TAK1', 1)]",0.7844311377245509,0.0,0.7844311377245509,0.2155688622754491,1.0,1.0,0.0,1.0,1.0,0.3414725115693406,0.3942984929508328,-0.2155688622754491,0.0,0.3922155688622754,0.1339308353759988,0.1546500077142488,0.831766474498712,-25.0,0.6390406686626746
"[('MEK', 1), ('SMAD4', 1), ('TAK1', 1)]",0.7406759801712482,0.0,0.7406759801712482,0.2593240198287517,1.0,1.0,0.0,1.0,1.0,0.3259238863501976,0.3763444870392312,-0.2593240198287517,0.0,0.3703379900856241,0.1207019969918275,0.1393746609099141,0.8917133456354824,-23.0,0.5592789544840018
"[('GLI', 1), ('TAK1', 1), ('p38', 1)]",0.2951521923572516,0.2885456577071755,0.2951521923572516,0.7048478076427483,0.993393465349924,0.7048478076427483,0.7114543422928246,0.9867869306998476,0.9867869306998476,0.3671044034407071,0.2342574890580834,-0.4096956152854967,0.0,0.2951521923572516,0.1083516694995257,0.0691416114715982,0.0702923793348427,-23.285714285714285,0.9867869306998476
"[('GLI', 1), ('RAF', 1), ('TAK1', 1)]",0.72036184155302,0.0065753761954593,0.72036184155302,0.2796381584469801,0.9934246238045408,0.9868492476090812,0.0065753761954593,0.9868492476090812,0.9868492476090812,0.3242983399599493,0.3727738796262401,-0.2664874060560613,0.0,0.3667562969719693,0.1189384582778678,0.1367171676995944,0.9477082850371,-25.0,0.4932987123454787
"[('GLI', 1), ('NFKB', 1), ('TAK1', 1)]",0.2945059067133654,0.2883517720140096,0.2945059067133654,0.7054940932866345,0.993845865300644,0.7054940932866345,0.7116482279859904,0.9876917306012882,0.9876917306012882,0.3665835281813387,0.2337194170281718,-0.410988186573269,0.0,0.2945059067133655,0.1079610143532297,0.0688317488284009,0.0663576268857328,-23.0,0.9876917306012882
"[('GLI', 1), ('GRB2SOS', 1), ('TAK1', 1)]",0.2953499867539398,0.2886049960261819,0.2953499867539398,0.7046500132460601,0.993255009272242,0.7046500132460601,0.711395003973818,0.993255009272242,0.9865100185444842,0.3667421700841554,0.2340892512814262,-0.4093000264921203,0.0,0.2953499867539398,0.1083172950764664,0.0691382572652089,0.0714838495709035,-27.285714285714285,0.9865100185444842
"[('GLI', 1), ('TAK1', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.5924678461445565,0.0,0.394978564096371,0.0,0.0,0.9064368120746076,0.9248922093161216,1.0,-1.0,1.0,0.9064368120746076,0.9248922093161216,0.0674309218555782,-31.8,0.9874464102409276
"[('GLI', 1), ('GSK3b', 1), ('TAK1', 1)]",0.8653535247798829,0.4326767623899414,0.8653535247798829,0.134646475220117,0.634646475220117,0.2019697128301755,0.634646475220117,0.2019697128301755,0.134646475220117,0.8662544788007244,0.773385500904401,0.6633838119497074,-1.0,0.8316919059748538,0.720456838533028,0.6432184613004982,0.5825543237896299,-30.0,0.730707049559766
"[('GLI', 1), ('TAK1', 1), ('bcatenin', 1)]",0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0,0.3595462477533374,0.2264554068289191,-0.4285714285714286,0.0,0.2857142857142857,0.1027274993580963,0.0647015448082626,0.0,-23.285714285714285,1.0
"[('GLI', 1), ('MDM2', 1), ('TAK1', 1)]",0.1027294805672545,0.0,0.1027294805672545,0.8972705194327455,1.0,0.9881665578102596,1.0,1.0,0.9607657109824854,0.2518873943106616,0.0495733719321014,-0.8854370772430051,1.0,0.0572814613784974,0.0144284780489365,0.0028396351897305,1.0713114159090915,-37.0,0.6860149546181392
"[('GLI', 1), ('SMAD23', 1), ('TAK1', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-39.8,1.0
"[('AP1', 1), ('GLI', 1), ('TAK1', 1)]",0.2952523323935116,0.2885756997180534,0.2952523323935116,0.7047476676064884,0.993323367324542,0.7047476676064884,1.0,0.9866467346490838,0.9866467346490838,0.4126271942585168,0.2229001908408666,-0.4094953352129768,0.0,0.2952523323935115,0.1218291415138176,0.0658118012367247,0.070896328517202,-26.142857142857142,0.9866467346490838
"[('GLI', 1), ('IKK', 1), ('TAK1', 1)]",0.2948285474972695,0.2884485642491808,0.2948285474972695,0.7051714525027305,0.9936200167519113,0.7051714525027305,0.7115514357508191,0.9872400335038226,0.9872400335038226,0.3668435003439606,0.2339879650306101,-0.410342905005461,0.0,0.2948285474972695,0.108155936365224,0.0689863318618166,0.0683300714339467,-23.857142857142858,0.9872400335038226
"[('ERK', 1), ('GLI', 1), ('TAK1', 1)]",0.8004396183842645,0.0,0.8004396183842645,0.1995603816157355,1.0,1.0,0.0,1.0,1.0,0.3469944265121442,0.4006746511081726,-0.1995603816157355,0.0,0.4002198091921322,0.1388740431694237,0.1603579324146369,0.8006068643502997,-27.0,0.6638912051797714
"[('GLI', 1), ('MEK', 1), ('TAK1', 1)]",0.7438887590558542,0.0057957466697826,0.7438887590558542,0.2561112409441458,0.9942042533302172,0.9884085066604348,0.0057957466697826,0.9884085066604348,0.9884085066604348,0.3322364247057189,0.3821506593169695,-0.2445197476045805,0.0,0.3777401261977097,0.1254990289958141,0.14435363827693,0.9333738905971516,-25.0,0.5441867258705305
"[('RAF', 1), ('TAK1', 1), ('p38', 1)]",0.7141279455016798,0.0063647248927587,0.7141279455016798,0.2858720544983201,0.9936352751072411,0.9872705502144824,0.0063647248927587,0.9872705502144824,0.9872705502144824,0.3217902202652383,0.3699301376572043,-0.2731426047128027,0.0,0.3634286976435986,0.1169478006654423,0.1344432281478749,0.9485392754646972,-23.0,0.4817602678415735
"[('NFKB', 1), ('TAK1', 1), ('p38', 1)]",0.8592464520717863,0.2888696781076795,0.577739356215359,0.1407535479282136,0.8518838698205341,0.7037677396410682,0.7111303218923205,0.7037677396410682,0.8445212875692818,0.6009979253232698,0.4914663283050827,0.1554787124307181,0.0,0.577739356215359,0.3472201544630323,0.2839394401165047,0.0767298634637402,-18.428571428571427,0.9852748354974956
"[('GRB2SOS', 1), ('TAK1', 1), ('p38', 1)]",0.8593455003146633,0.289018250471995,0.57803650094399,0.1406544996853367,0.8516362492133417,0.7032724984266835,0.7109817495280051,0.7109817495280051,0.8439269981120201,0.6004791676776476,0.4911172677859845,0.1560730018879798,0.0,0.5780365009439898,0.3470988769741468,0.283883707024183,0.0796278966412324,-22.142857142857142,0.9845814977973568
"[('TAK1', 1), ('p38', 1), ('p53', 1)]",1.0,1.0,1.0,0.0,0.5571096992588813,0.0,0.4191757465635364,0.0,0.0,0.9156358400766472,0.9276667324501882,1.0,-1.0,1.0,0.9156358400766472,0.9276667324501882,0.7701616215696401,-31.4,0.6896697634767242
"[('GSK3b', 1), ('TAK1', 1), ('p38', 1)]",0.865373388614864,0.432686694307432,0.865373388614864,0.1346266113851359,0.634626611385136,0.2019399170777039,0.634626611385136,0.2019399170777039,0.1346266113851359,0.8662650053108099,0.7734044160029688,0.6634334715371601,-1.0,0.8317167357685801,0.7204871025276585,0.6432533963069942,0.582514663110262,-40.0,0.7307467772297281
"[('TAK1', 1), ('bcatenin', 1), ('p38', 1)]",0.8571428571428571,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5951190357119042,0.485071250072666,0.1428571428571428,0.0,0.5714285714285714,0.3400680204068023,0.2771835714700948,0.0,-18.714285714285715,1.0
"[('MDM2', 1), ('TAK1', 1), ('p38', 1)]",0.8230212332886154,0.0,0.134445690891428,0.1769787667113845,1.0,0.9591207151778692,1.0,1.0,0.9271753712356016,0.4170934847761486,0.2355765851167358,-0.1360994818892539,0.0,0.431950259055373,0.1801636387993656,0.1017573669685541,1.136233174565183,-23.0,0.6628810658278207
"[('SMAD23', 1), ('TAK1', 1), ('p38', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0880450906325624,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-33.8,1.0
"[('AP1', 1), ('TAK1', 1), ('p38', 1)]",0.297033541516486,0.2891100624549458,0.297033541516486,0.702966458483514,0.9920765209384598,0.702966458483514,1.0,0.9841530418769197,0.9841530418769197,0.4141223401402237,0.2242614753587541,-0.405932916967028,0.0,0.297033541516486,0.1230082253129454,0.0666131802515228,0.0814028453691869,-23.571428571428573,0.9841530418769197
"[('IKK', 1), ('TAK1', 1), ('p38', 1)]",0.8593176163438803,0.2889764245158204,0.5779528490316408,0.1406823836561197,0.8517059591402993,0.7034119182805987,0.7110235754841796,0.7034119182805987,0.8440943019367184,0.601197331327733,0.4916834562680697,0.1559056980632815,0.0,0.5779528490316408,0.3474637104710826,0.284169854371855,0.078815309529069,-19.285714285714285,0.9847766855928382
"[('ERK', 1), ('TAK1', 1), ('p38', 1)]",0.807244898597701,0.0,0.807244898597701,0.1927551014022989,1.0,1.0,0.0,1.0,1.0,0.3493145371699204,0.4033536841338063,-0.192755101402299,0.0,0.4036224492988505,0.1409911890682176,0.1628026019238017,0.7878249320592087,-25.0,0.6770519808020825
