,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('Twist1', 0), ('miR200', 0)]",0.0,0.0,0.0,,1.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AKT', 0), ('Snail', 0)]",0.6666666666666666,0.5,-0.18181818181818182,,1.0,0.1631578947368421,0.5,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.375,0.4166666666666667,0.5,0.16666666666666666,-0.125,,0.5,0.25,-0.05555555555555555,0.0,0.16666666666666666,0.0,0.0
"[('ZEB1', 0), ('miR34', 1)]",0.0,-0.5,0.0,,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.25,-0.16666666666666666,1.0,0.5,0.0,-0.2
"[('THY1', 0), ('Twist1', 0)]",0.3333333333333333,0.0,0.0,,1.0,0.005263157894736842,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,0.0
"[('AKT', 1), ('Twist1', 0)]",0.0,0.0,0.0,,1.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 1), ('Ecadherin', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('ERK', 0), ('MYC', 1)]",0.16666666666666666,-0.5,0.18181818181818182,,0.0,0.0,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.125,0.0,0.375,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.16666666666666666,0.0,-0.5,0.0,-0.4
"[('EpCAM', 0), ('miR200', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 0), ('SMAD23', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MEK', 1), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 1), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('SMAD4', 0)]",0.4166666666666667,-0.25,0.2840909090909091,,0.25,0.16973684210526316,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.5,0.0,0.0,0.25,1.0,0.53125,0.041666666666666664,0.0,0.2916666666666667,0.09375,,0.25,0.1875,0.2777777777777778,0.0,-0.4166666666666667,0.0,-0.15
"[('PI3K', 0), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('SMAD4', 1), ('miR200', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('PI3K', 0), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,0.0
"[('NOTCH', 0), ('SMAD23', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.015789473684210527,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.125,-0.25,0.0,0.05555555555555555,0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('GSK3b', 0), ('bcatenin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('IKK', 0), ('RAS', 0)]",0.4166666666666667,-0.125,-0.045454545454545456,,0.5,0.08947368421052632,0.125,1.0,0.25,1.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.25,-0.25,1.0,0.1111111111111111,-0.125,,0.25,-0.1875,0.3055555555555556,0.0,-0.4166666666666667,0.5,-0.15
"[('GRB2SOS', 1), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 1), ('IKK', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 1), ('Ecadherin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.5,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 1), ('miR34', 1)]",0.0,-0.5,-0.09090909090909091,,0.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.25,-0.2777777777777778,0.0,0.5,0.0,-0.2
"[('ERK', 1), ('PI3K', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('TGFb', 1), ('bcatenin', 0)]",0.0,0.0,0.0,,1.0,0.015789473684210527,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.6111111111111112,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 1), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.5,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MYC', 0), ('TAK1', 0)]",0.3333333333333333,0.0,0.0,,0.0,-0.015789473684210527,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,1.0,-0.1
"[('GLI', 0), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-0.25,0.5,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,1.0,-0.2
"[('RAF', 0), ('RAS', 0)]",0.08333333333333333,-0.125,-0.045454545454545456,,0.5,0.05789473684210526,0.125,1.0,0.25,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.25,-0.25,0.5,0.1111111111111111,-0.125,,0.25,-0.1875,0.3055555555555556,0.0,-0.4166666666666667,0.5,-0.15
"[('TAK1', 1), ('p53', 1)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MYC', 0), ('Twist1', 0)]",0.0,0.0,0.09090909090909091,,0.0,-0.015789473684210527,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,0.0
"[('GSK3b', 0), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('TGFBR', 0), ('bcatenin', 0)]",0.4791666666666667,-0.171875,-0.07954545454545454,,0.46875,0.14210526315789473,0.28125,0.75,0.25,0.5,-1.0,0.25,,0.4375,0.10416666666666667,0.3125,0.25,0.75,0.25,0.390625,0.03125,0.0,0.2361111111111111,0.34375,,0.3125,0.1015625,0.09027777777777778,0.125,-0.34375,0.25,-0.18125
"[('EpCAM', 1), ('SMAD23', 0)]",0.0,-0.5,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.2777777777777778,0.0,-0.5,0.0,-0.3
"[('ERK', 0), ('TGFb', 1)]",0.16666666666666666,-0.5,0.13636363636363635,,0.5,0.0,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('TGFb', 1), ('Twist1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NOTCH', 0), ('RAS', 0)]",0.08333333333333333,-0.125,-0.045454545454545456,,0.5,0.10526315789473684,0.125,1.0,0.25,0.0,-1.0,0.0,,0.0,1.0,1.0,0.5,0.0625,0.0,0.25,-0.25,0.5,0.1111111111111111,0.125,,0.25,-0.1875,0.25,0.0,-0.08333333333333333,0.5,-0.15
"[('NFKB', 0), ('PI3K', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NOTCH', 0), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,0.005263157894736842,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.5,-0.05555555555555555,0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,1.0,-0.2
"[('AP1', 1), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 0), ('SMAD4', 0)]",0.08333333333333333,-0.25,0.10227272727272728,,0.25,0.09736842105263158,0.75,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.53125,0.041666666666666664,0.0,0.2916666666666667,-0.03125,,0.25,0.1875,0.0,0.0,-0.20833333333333334,0.0,-0.15
"[('SMAD23', 0), ('TAK1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.25,1.0,0.125,-0.25,0.0,0.16666666666666666,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('NFKB', 1), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NFKB', 0), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('SMAD23', 0), ('ZEB1', 0)]",0.0,-0.5,0.09090909090909091,,0.0,-0.005263157894736842,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.25,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.5,-0.16666666666666666,1.0,-0.5,0.0,-0.3
"[('NOTCH', 1), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MDM2', 0), ('RAF', 0)]",0.08333333333333333,-0.25,0.011363636363636364,,0.375,0.09868421052631579,0.125,0.0,0.0,0.0,-1.0,0.0,,0.0,0.25,0.0,0.5,0.375,0.0,0.265625,0.0,0.0,0.16666666666666666,0.0625,,0.0,0.0,0.16666666666666666,0.0,-0.125,0.0,0.2125
"[('AKT', 1), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Snail', 0), ('TGFb', 0)]",0.4583333333333333,-0.25,-0.07670454545454546,,0.46875,0.10723684210526316,0.3125,0.75,0.0,0.0,-1.0,0.1875,,0.0,0.20833333333333334,0.125,0.25,0.625,0.5,0.390625,0.10416666666666667,0.0,0.10416666666666667,0.0,,0.5,0.171875,0.13194444444444445,0.125,-0.3125,0.25,-0.2625
"[('GSK3b', 0), ('PI3K', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 1), ('SMAD4', 0)]",0.08333333333333333,-0.25,0.10227272727272728,,0.25,0.07631578947368421,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.041666666666666664,0.0,0.18055555555555555,-0.03125,,0.25,0.1875,-0.1111111111111111,0.0,-0.20833333333333334,0.0,-0.15
"[('GLI', 1), ('miR34', 1)]",0.0,0.0,-0.18181818181818182,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.16666666666666666,0.0,0.5,0.0,-0.1
"[('AP1', 0), ('p38', 1)]",0.0,0.0,0.0,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('MDM2', 1), ('THY1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 0), ('TAK1', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('ERK', 0), ('MDM2', 0)]",0.16666666666666666,-0.5,0.09090909090909091,,1.0,0.12105263157894737,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.25,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.1111111111111111,0.0625,,0.0,0.0,0.1388888888888889,0.0,-0.08333333333333333,0.0,0.3
"[('AKT', 1), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.1
"[('EpCAM', 0), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('RAS', 1), ('Twist1', 0)]",0.0,0.0,0.0,,1.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('RAS', 1), ('bcatenin', 0)]",0.0,0.0,0.0,,1.0,0.015789473684210527,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.6111111111111112,0.0,-0.5,0.0,-0.2
"[('AKT', 1), ('miR200', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MEK', 0), ('ZEB1', 1)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('RAF', 0), ('Snail', 0)]",0.08333333333333333,0.125,-0.045454545454545456,,0.5,0.13421052631578947,0.625,0.0,0.0,0.0,-1.0,0.0,,1.0,0.25,0.0,0.5,0.375,0.0,0.375,0.4583333333333333,0.0,0.2777777777777778,-0.0625,,0.5,0.1875,0.1111111111111111,0.25,-0.08333333333333333,0.0,-0.25
"[('ERK', 1), ('GRB2SOS', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('ZEB1', 1), ('bcatenin', 0)]",0.0,0.0,0.0,,1.0,0.015789473684210527,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.6111111111111112,0.0,-0.5,0.0,-0.2
"[('bcatenin', 0), ('p53', 0)]",0.0,0.0,0.0,,1.0,0.015789473684210527,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.6111111111111112,0.0,-0.5,0.0,-0.2
"[('NOTCH', 0), ('Snail', 0)]",0.0,0.5,-0.18181818181818182,,1.0,0.12105263157894737,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,0.125,,0.5,0.25,0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('MEK', 1), ('bcatenin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 1), ('TGFb', 1)]",0.0,-0.5,0.0,,0.0,-0.1,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,0.0,-0.2777777777777778,0.0,-0.5,0.0,-0.3
"[('GSK3b', 0), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 0), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('RAS', 1), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 0), ('NFKB', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,1.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.2
"[('MYC', 1), ('THY1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 0), ('SMAD23', 0)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,0.02631578947368421,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.25,-0.25,0.5,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 1), ('MEK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 0), ('MEK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('THY1', 1), ('miR34', 1)]",0.0,0.0,-0.18181818181818182,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.16666666666666666,0.0,0.5,0.0,-0.1
"[('GLI', 0), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.2
"[('Snail', 0), ('TGFBR', 0)]",0.5208333333333334,-0.25,-0.05397727272727273,,0.46875,0.14473684210526316,0.3125,0.75,0.0,0.5,-1.0,0.1875,,0.5,0.10416666666666667,0.3125,0.25,0.625,0.25,0.4609375,0.10416666666666667,0.0,0.1875,0.3125,,0.5,0.171875,0.10416666666666667,0.125,-0.2708333333333333,0.25,-0.25625
