,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
doubleOutdegree,6.0,4.0,22.0,0.0,2.0,190.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,6.0,2.0,2.0,8.0,2.0,16.0,12.0,4.0,18.0,8.0,0.0,4.0,8.0,18.0,2.0,6.0,2.0,20.0
"[('NOTCH', 0), ('RAF', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('AP1', 0), ('THY1', 1)]",0.0,0.0,0.0,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('MEK', 0), ('THY1', 1)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('RAS', 1), ('p53', 1)]",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('AP1', 0), ('ERK', 1)]",0.0,0.0,0.0,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('MEK', 0), ('PI3K', 1)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('GRB2SOS', 0), ('ZEB1', 0)]",0.0,-0.5,0.09090909090909091,,0.0,-0.005263157894736842,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.5,-0.16666666666666666,1.0,-0.5,0.0,-0.3
"[('MDM2', 1), ('ZEB1', 0)]",0.0,-0.5,0.09090909090909091,,0.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,0.5,-0.16666666666666666,1.0,-0.5,0.0,-0.3
"[('GSK3b', 1), ('p38', 0)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.05789473684210526,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,1.0,-0.2
"[('SMAD4', 1), ('Twist1', 0)]",0.0,0.0,0.0,,1.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('PI3K', 1), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('SMAD4', 1), ('TAK1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('IKK', 0), ('MEK', 0)]",0.5,-0.5,0.22727272727272727,,0.5,0.042105263157894736,0.25,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.5,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('TGFBR', 0), ('p53', 0)]",0.4166666666666667,-0.109375,-0.045454545454545456,,0.5,0.14276315789473684,0.546875,1.0,0.0,0.5,-0.5,0.25,,0.46875,0.08333333333333333,0.0,0.25,0.5,0.25,0.34765625,0.203125,0.0,0.2465277777777778,0.1875,,0.5,0.03125,0.12152777777777778,0.125,-0.21875,0.5,-0.31875
"[('SMAD4', 0), ('miR200', 1)]",0.08333333333333333,-0.25,0.13636363636363635,,0.25,0.08947368421052632,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.08333333333333333,0.0,0.19444444444444445,0.125,,0.25,-0.0625,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.125
"[('NFKB', 1), ('ZEB1', 0)]",0.0,-0.5,0.09090909090909091,,0.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,0.5,-0.16666666666666666,1.0,-0.5,0.0,-0.3
"[('GSK3b', 1), ('TAK1', 0)]",0.6666666666666666,0.0,0.09090909090909091,,1.0,0.07894736842105263,0.5,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,1.0,-0.2
"[('PI3K', 0), ('RAS', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('RAS', 1), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 0), ('Twist1', 0)]",0.0,0.0,0.0,,1.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('TGFBR', 0), ('ZEB1', 1)]",0.5416666666666666,-0.171875,-0.017045454545454544,,0.46875,0.15723684210526315,0.484375,0.75,0.0,0.5,-1.0,0.1875,,0.46875,0.10416666666666667,0.3125,0.25,0.625,0.25,0.40234375,0.015625,0.0,0.28125,0.25,,0.375,0.15625,0.125,0.25,-0.2604166666666667,0.25,-0.19375
"[('RAF', 1), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 0), ('PI3K', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('RAS', 0), ('TGFBR', 0)]",0.4791666666666667,-0.171875,-0.014204545454545454,,0.46875,0.11151315789473684,0.484375,0.0,0.25,0.5,-1.0,0.1875,,0.46875,0.041666666666666664,0.625,0.5,0.0625,0.25,0.40234375,0.052083333333333336,0.0,0.1909722222222222,0.28125,,0.3125,0.09375,0.08680555555555555,0.0625,-0.2604166666666667,0.25,-0.1625
"[('NOTCH', 1), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 1), ('TGFb', 0)]",0.4791666666666667,0.09375,-0.06534090909090909,,0.40625,0.12894736842105264,0.46875,0.75,0.0,0.0,-1.0,0.1875,,0.3125,0.20833333333333334,0.125,0.25,0.625,0.5,0.39453125,0.07291666666666667,0.0,0.1597222222222222,0.0,,0.3125,0.125,0.1423611111111111,0.0625,-0.23958333333333334,0.25,-0.203125
"[('PI3K', 1), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('SMAD23', 0), ('Twist1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MYC', 0), ('miR200', 0)]",0.0,0.0,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('AKT', 1), ('MEK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 1), ('ZEB1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('IKK', 0), ('PI3K', 1)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 0), ('GLI', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.2
"[('EpCAM', 0), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('ERK', 1), ('NOTCH', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('TAK1', 0), ('miR200', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('IKK', 0), ('THY1', 1)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NOTCH', 0), ('PI3K', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('ERK', 0), ('RAF', 0)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.042105263157894736,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,1.0,0.375,0.0,0.3125,-0.25,0.0,0.16666666666666666,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('TGFb', 0), ('bcatenin', 1)]",0.5,-0.171875,-0.005681818181818182,,0.46875,0.1375,0.6875,0.75,0.0,0.0,-1.0,0.125,,0.375,0.20833333333333334,0.125,0.25,0.5,0.5,0.390625,0.09375,0.0,0.1736111111111111,0.0,,0.3125,0.1171875,0.25,0.0,-0.23958333333333334,0.25,-0.25
"[('MYC', 1), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 1), ('Snail', 0)]",0.0,0.5,-0.18181818181818182,,1.0,0.07894736842105263,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,-0.125,,0.5,0.25,-0.05555555555555555,0.0,0.16666666666666666,0.0,-0.1
"[('miR34', 0), ('p53', 1)]",0.0,0.0,0.045454545454545456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,0.0,-0.05555555555555555,0.0,,0.0,0.125,0.0,0.0,-0.16666666666666666,0.0,0.05
"[('AP1', 1), ('NFKB', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 0), ('MDM2', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 0), ('GLI', 0)]",0.0,0.0,0.0,,1.0,0.005263157894736842,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.375,-0.25,0.0,0.05555555555555555,-0.125,,0.5,-0.25,-0.05555555555555555,0.0,-0.5,1.0,-0.2
"[('AP1', 1), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('MDM2', 0), ('miR34', 1)]",0.0,0.0,-0.045454545454545456,,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.0,0.05555555555555555,0.0,,0.0,0.125,0.0,0.0,0.16666666666666666,0.0,0.05
"[('ERK', 1), ('TGFBR', 0)]",0.3333333333333333,0.25,-0.3181818181818182,,1.0,0.13157894736842105,0.75,1.0,0.0,1.0,-1.0,1.0,,0.5,0.0,0.0,0.0,0.5,0.0,0.3125,0.08333333333333333,0.0,0.3888888888888889,0.125,,0.25,0.0,0.0,0.0,-0.16666666666666666,1.0,-0.15
"[('Ecadherin', 0), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('ERK', 0), ('RAF', 1)]",0.16666666666666666,-0.5,0.13636363636363635,,0.5,0.0,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('THY1', 0), ('miR200', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.1
"[('NFKB', 0), ('TGFb', 0)]",0.4791666666666667,-0.15625,-0.05397727272727273,,0.46875,0.12105263157894737,0.46875,0.75,0.0,0.0,-1.0,0.1875,,0.3125,0.20833333333333334,0.125,0.25,0.625,0.5,0.3671875,0.07291666666666667,0.0,0.1597222222222222,0.0,,0.3125,0.125,0.1388888888888889,0.0625,-0.22916666666666666,0.25,-0.225
"[('Ecadherin', 1), ('GLI', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.5,0.0,-0.05555555555555555,0.0,-0.5,0.0,-0.2
"[('IKK', 0), ('SMAD23', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.125,-0.25,0.5,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 1), ('TGFBR', 0)]",0.5,-0.171875,-0.04261363636363636,,0.46875,0.13848684210526316,0.546875,0.0,0.0,0.5,-1.0,0.1875,,0.46875,0.08333333333333333,0.0,0.25,0.5,0.25,0.38671875,0.0625,0.0,0.3576388888888889,0.28125,,0.3125,0.09375,0.13541666666666666,0.0625,-0.2604166666666667,0.25,-0.15625
"[('AP1', 1), ('SMAD4', 0)]",0.08333333333333333,-0.25,0.10227272727272728,,0.25,0.07631578947368421,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.041666666666666664,0.0,0.18055555555555555,-0.03125,,0.25,0.1875,-0.1111111111111111,0.0,-0.20833333333333334,0.0,-0.15
"[('PI3K', 1), ('SMAD4', 0)]",0.08333333333333333,-0.25,0.10227272727272728,,0.25,0.07631578947368421,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.041666666666666664,0.0,0.18055555555555555,-0.03125,,0.25,0.1875,-0.1111111111111111,0.0,-0.20833333333333334,0.0,-0.15
"[('MYC', 0), ('p38', 0)]",0.0,0.0,0.0,,0.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,1.0,-0.1
"[('EpCAM', 1), ('MYC', 1)]",0.0,-0.5,0.0,,0.0,-0.1,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,0.0,-0.2777777777777778,0.0,-0.5,0.0,-0.3
"[('SMAD23', 1), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.1
"[('AKT', 0), ('Ecadherin', 0)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AKT', 0), ('Ecadherin', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,0.02631578947368421,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.5,-0.05555555555555555,-0.125,,0.5,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 1), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 1), ('IKK', 0)]",0.3333333333333333,-0.5,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,0.0,-0.2777777777777778,0.0,-0.5,0.0,-0.3
"[('ERK', 1), ('SMAD4', 0)]",0.08333333333333333,-0.25,0.10227272727272728,,0.25,0.07631578947368421,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.041666666666666664,0.0,0.18055555555555555,-0.03125,,0.25,0.1875,-0.1111111111111111,0.0,-0.20833333333333334,0.0,-0.15
"[('GRB2SOS', 0), ('SMAD4', 0)]",0.2708333333333333,-0.1875,0.1590909090909091,,0.25,0.1618421052631579,0.4375,0.75,0.0,0.25,-1.0,0.0,,0.375,0.25,0.25,0.0,0.25,1.0,0.546875,0.052083333333333336,0.25,0.3611111111111111,0.03125,,0.25,0.1875,0.10416666666666667,0.0,-0.2916666666666667,0.0,-0.19375
"[('PI3K', 0), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('GRB2SOS', 0), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('RAS', 1), ('TGFb', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('ERK', 0), ('TAK1', 0)]",0.5,0.0,0.13636363636363635,,0.5,0.06315789473684211,0.25,0.0,0.0,1.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.375,0.0,0.3125,-0.25,0.0,0.16666666666666666,-0.125,,0.5,-0.25,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.25
"[('SMAD4', 1), ('bcatenin', 0)]",0.0,0.0,0.0,,1.0,0.015789473684210527,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.6111111111111112,0.0,-0.5,0.0,-0.2
"[('EpCAM', 0), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('AKT', 0), ('THY1', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 0), ('NFKB', 0)]",0.0,0.0,0.0,,1.0,-0.015789473684210527,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('PI3K', 0), ('THY1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('bcatenin', 1), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 1), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.5,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.2
