,Ecadherin,miR200,miR34,Snail,Twist1,ZEB1,EpCAM,THY1,MYC,cosineSim1,cosineSim2,Diff,Diff_pheno,weight,rEMTscore,chemo_rEMTscore,att_stability,F_major_att,major_att_size
"[('IKK', 0), ('PI3K', 1), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-58.0,1.0
"[('ERK', 0), ('PI3K', 1), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5384419846836991,0.2173929528651776,0.0,-1.0,1.0,0.0,0.0,0.0,1.036407529693086,-44.0,0.4962417143960357
"[('MEK', 0), ('PI3K', 1), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6412807820038849,0.2149421379976013,0.0,-1.0,1.0,0.0,0.0,0.0,1.0111551499287217,-59.0,0.4319631555861896
"[('GRB2SOS', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('NFKB', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('GSK3b', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('NFKB', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('MDM2', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.5701801840569999,0.5701801840569999,1.0,1.0,0.4298198159430001,0.0,1.0,0.0,0.2911601466406369,0.3362027780805253,-0.4298198159430001,0.0,0.2850900920284999,0.0830068730008107,0.0958480809432143,1.040421921423492,-44.0,0.4691486287937934
"[('NFKB', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('AP1', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('ERK', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5359687504130921,0.2174475746178389,0.0,-1.0,1.0,0.0,0.0,0.0,1.0375722127171922,-46.0,0.4956179196023741
"[('MEK', 0), ('NFKB', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6405793839624462,0.2149599968691416,0.0,-1.0,1.0,0.0,0.0,0.0,1.0126763120121298,-57.0,0.4320493858915825
"[('GRB2SOS', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('GRB2SOS', 0), ('GSK3b', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('GRB2SOS', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('GRB2SOS', 0), ('MDM2', 0), ('PI3K', 1)]",0.0,0.566337250917823,0.566337250917823,1.0,1.0,0.4336627490821769,0.0,1.0,0.0,0.2894022290525284,0.3341729096951101,-0.4336627490821769,0.0,0.2831686254589115,0.0819496314055495,0.0946272835039692,1.0424558217192514,-44.0,0.469128818490383
"[('GRB2SOS', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('AP1', 0), ('GRB2SOS', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('GRB2SOS', 0), ('IKK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('ERK', 0), ('GRB2SOS', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5359143266528964,0.217448774208986,0.0,-1.0,1.0,0.0,0.0,0.0,1.0377282834555803,-46.0,0.4954130147565083
"[('GRB2SOS', 0), ('MEK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6397772004171464,0.2149804034133621,0.0,-1.0,1.0,0.0,0.0,0.0,1.013368748980869,-57.0,0.4310954915636359
"[('GSK3b', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-75.0,1.0
"[('PI3K', 1), ('bcatenin', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-55.0,1.0
"[('MDM2', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-73.0,1.0
"[('PI3K', 1), ('SMAD23', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('AP1', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('IKK', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('ERK', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5351829485877412,0.2174648851162007,0.0,-1.0,1.0,0.0,0.0,0.0,1.0377832934864326,-52.0,0.4956355850786418
"[('MEK', 0), ('PI3K', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6403742690058479,0.214965216616718,0.0,-1.0,1.0,0.0,0.0,0.0,1.0127757916745417,-63.0,0.4317259816207184
"[('GSK3b', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-55.0,1.0
"[('GSK3b', 0), ('MDM2', 0), ('PI3K', 1)]",0.0,0.555121105803779,0.555121105803779,1.0,1.0,0.4448788941962209,0.0,1.0,0.0,0.2842391872361482,0.3282111425300613,-0.4448788941962209,0.0,0.2775605529018895,0.078893585965649,0.0910984661892047,1.0367989170706946,-50.0,0.486482406294724
"[('GSK3b', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('AP1', 0), ('GSK3b', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('GSK3b', 0), ('IKK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('ERK', 0), ('GSK3b', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GSK3b', 0), ('MEK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2041241452319315,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('MDM2', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.6160735610222117,0.6160735610222117,1.0,1.0,0.3839264389777884,0.0,1.0,0.0,0.3117016193778618,0.3599220277093016,-0.3839264389777884,0.0,0.3080367805111058,0.0960155633132546,0.1108692226506022,1.0379378826483507,-32.0,0.4122660364788254
"[('PI3K', 1), ('SMAD23', 0), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('AP1', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-47.0,1.0
"[('IKK', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('ERK', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2236067977499789,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-51.0,1.0
"[('MEK', 0), ('PI3K', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2236067977499789,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('MDM2', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.6145981027864953,0.6145981027864953,1.0,1.0,0.3854018972135047,0.0,1.0,0.0,0.3110545208967639,0.3591748227447934,-0.3854018972135047,0.0,0.3072990513932476,0.0955867592031566,0.1103740823138128,1.0386382967892605,-44.0,0.413501183533753
"[('AP1', 0), ('MDM2', 0), ('PI3K', 1)]",0.0,0.5736754606078343,0.5736754606078343,1.0,1.0,0.4263245393921657,0.0,1.0,0.0,0.2927540695139246,0.3380432816804455,-0.4263245393921657,0.0,0.2868377303039171,0.0839729128366093,0.0969635676617067,1.041062318712617,-42.0,0.4648481037091461
"[('IKK', 0), ('MDM2', 0), ('PI3K', 1)]",0.0,0.5660400578408147,0.5660400578408147,1.0,1.0,0.4339599421591853,0.0,1.0,0.0,0.2892660436131602,0.3340156562949522,-0.4339599421591853,0.0,0.2830200289204073,0.0818680840290884,0.0945331207044662,1.0430961143730348,-44.0,0.4683136941205427
"[('ERK', 0), ('MDM2', 0), ('PI3K', 1)]",0.0,0.6204976851118809,0.6204976851118809,1.0,1.0,0.379502314888119,1.0,1.0,0.0,0.5054647559162148,0.3232134683587725,-0.379502314888119,0.0,0.3102488425559405,0.1568198554758266,0.1002766044568003,2.137985747277505,-24.0,0.203513816493657
"[('MDM2', 0), ('MEK', 0), ('PI3K', 1)]",0.0,0.5906676410262708,0.5906676410262708,0.9999999999999998,0.9999999999999998,0.4093323589737291,0.9999999999999998,0.9999999999999998,0.0,0.4944658460100728,0.3092120559857681,-0.4093323589737291,0.0,0.2953338205131354,0.1460324874154145,0.0913207778429984,2.1116198536513977,-32.0,0.219648493631864
"[('AP1', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('ERK', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5359969821357783,0.2174469523030568,0.0,-1.0,1.0,0.0,0.0,0.0,1.0376764656952917,-46.0,0.4954540223270802
"[('MEK', 0), ('PI3K', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6402812569756194,0.2149675831531641,0.0,-1.0,1.0,0.0,0.0,0.0,1.01284887242269,-57.0,0.4316079267838984
"[('AP1', 0), ('IKK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AP1', 0), ('ERK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5337068498102295,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0385528439583818,-46.0,0.4951034533539504
"[('AP1', 0), ('MEK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6383527389231851,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0150516475466207,-53.0,0.4298793988174311
"[('ERK', 0), ('IKK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5345447218386856,0.2174789290157829,0.0,-1.0,1.0,0.0,0.0,0.0,1.0380552947068369,-46.0,0.4954977571365339
"[('IKK', 0), ('MEK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6382942488255368,0.2150180757769082,0.0,-1.0,1.0,0.0,0.0,0.0,1.014126962990122,-57.0,0.4288156398012892
"[('ERK', 0), ('MEK', 0), ('PI3K', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5286196710218104,0.2176086357266482,0.0,-1.0,1.0,0.0,0.0,0.0,1.0402853802485472,-50.0,0.4944107542553745
"[('AKT', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.6966081785478306,0.3483040892739153,0.6966081785478306,0.3033918214521695,1.0,0.6516959107260848,1.0,0.5619004356018893,0.6516959107260848,0.6573020987523468,0.4821381262453296,0.0449122678217458,0.0,0.5224561339108729,0.3434115133256539,0.2518960214491673,1.592095363151404,-19.0,0.3309717837652644
"[('AKT', 0), ('GLI', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0363327433063552,-40.0,0.4970017320671325
"[('AKT', 0), ('NOTCH', 1), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('AKT', 0), ('NOTCH', 1), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-48.0,1.0
"[('AKT', 0), ('NFKB', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-57.0,1.0
"[('AKT', 0), ('GRB2SOS', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('AKT', 0), ('NOTCH', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AKT', 0), ('GSK3b', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AKT', 0), ('NOTCH', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-39.0,1.0
"[('AKT', 0), ('MDM2', 0), ('NOTCH', 1)]",0.0,0.5658021046530582,0.5658021046530582,1.0,1.0,0.4341978953469417,0.0,1.0,0.0,0.2891569797393743,0.3338897201811739,-0.4341978953469417,0.0,0.2829010523265291,0.0818028138558298,0.0944577532002644,1.042175249789422,-38.0,0.470045220457276
"[('AKT', 0), ('NOTCH', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-53.0,1.0
"[('AKT', 0), ('AP1', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-51.0,1.0
"[('AKT', 0), ('IKK', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AKT', 0), ('ERK', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5385201082032731,0.217391224070496,0.0,-1.0,1.0,0.0,0.0,0.0,1.036554407477242,-38.0,0.4959937802394094
"[('AKT', 0), ('MEK', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5841586956658271,0.2163460158497331,0.0,-1.0,1.0,0.0,0.0,0.0,1.0480843679602203,-36.0,0.4406335768073708
"[('GLI', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.9566280435806762,0.4783140217903381,0.9566280435806762,0.0433719564193238,1.0,0.5216859782096619,1.0,0.5216859782096619,0.5216859782096619,0.767849722864467,0.6252128822379466,0.4349420653710143,0.0,0.7174710326855072,0.5509099336108496,0.4485721322675419,0.35375566085054,-25.0,0.9185098605155974
"[('NOTCH', 1), ('SMAD4', 0), ('p38', 0)]",0.6552073536996026,0.3276036768498013,0.6552073536996026,0.3447926463003974,1.0,0.6723963231501987,1.0,0.6723963231501987,0.6723963231501987,0.6258930143202271,0.4487561636047569,-0.0171889694505961,0.0,0.4914055152747019,0.3075672792088676,0.220521253808894,1.2807074538131595,-21.0,0.4492916300094045
"[('NOTCH', 1), ('RAF', 0), ('SMAD4', 0)]",0.395866043445044,0.197933021722522,0.395866043445044,0.6041339565549559,0.802066978277478,0.802066978277478,0.7262186208514554,0.802066978277478,0.802066978277478,0.4390638737016628,0.2924135383648952,-0.4062009348324339,0.0,0.296899532583783,0.1303578588764488,0.0868174428617074,1.8140564112403343,-46.5,0.2657655218879524
"[('NFKB', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.7557082426281417,0.3778541213140708,0.7557082426281417,0.2442917573718583,1.0,0.6221458786859292,1.0,0.6221458786859292,0.6221458786859292,0.6805662515718354,0.5138610806976717,0.1335623639422125,0.0,0.5667811819711063,0.3857321444755301,0.2912467906867764,1.0639947594676342,-25.0,0.6268677023550366
"[('GRB2SOS', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.6552680058100401,0.32763400290502,0.6552680058100401,0.34473199418996,1.0,0.67236599709498,1.0,0.67236599709498,0.67236599709498,0.6259279560235651,0.4487969633406421,-0.0170979912849399,0.0,0.49145100435753,0.307612922643237,0.2205617183863681,1.280712508355674,-20.0,0.4494868978873655
"[('NOTCH', 1), ('SMAD4', 0), ('p53', 0)]",0.5318190953470732,0.0,0.5318190953470732,0.4681809046529268,1.0,1.0,1.0,1.0,1.0,0.4289999753795497,0.2553212733042437,-0.4681809046529268,0.0,0.2659095476735366,0.1140751894051343,0.0678923642957628,1.0359891355019537,-45.0,0.4995299746510467
"[('GSK3b', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.5822476218477615,0.2911238109238807,0.5822476218477615,0.4177523781522385,1.0,0.7088761890761193,1.0,0.7088761890761193,0.7088761890761193,0.5823771764389435,0.3986212550287742,-0.1266285672283578,0.0,0.4366857163858211,0.2543157944999917,0.1740722083188553,1.353759008834047,-27.0,0.333112822114825
"[('NOTCH', 1), ('SMAD4', 0), ('bcatenin', 0)]",0.9551439990372618,0.4775719995186309,0.9551439990372618,0.0448560009627382,1.0,0.5224280004813691,1.0,0.5224280004813691,0.5224280004813691,0.7673188274756374,0.6244945145887163,0.4327159985558927,0.0,0.7163579992779463,0.5496749800587473,0.447361641030825,0.3599575457280614,-15.0,0.9182432560820354
"[('MDM2', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.8406940157621887,0.8406940157621887,0.8406940157621887,0.1593059842378112,1.0,0.1593059842378112,1.0,0.1593059842378112,0.1593059842378112,0.8570772811042466,0.7086782329297332,0.6813880315243774,-1.0,0.8406940157621887,0.7205397412700674,0.5957815495249492,0.7096505292680927,-29.0,0.7275718438164873
"[('NOTCH', 1), ('SMAD23', 0), ('SMAD4', 0)]",0.6549097048448853,0.3274548524224426,0.6549097048448853,0.3450902951551147,1.0,0.6725451475775573,1.0,0.6725451475775573,0.6725451475775573,0.6257215070039057,0.4485559163480918,-0.017635442732672,0.0,0.491182278633664,0.3073433156002685,0.2203227170864669,1.2814586348869972,-25.0,0.4487262202659109
"[('AP1', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.7133754961563584,0.3566877480781792,0.7133754961563584,0.2866245038436417,1.0,0.6433122519218208,0.5,0.6433122519218208,0.6433122519218208,0.5920541209485083,0.533948791605149,0.0700632442345375,0.0,0.5350316221172688,0.316767676712294,0.2856794881000584,1.1886585937924927,-24.0,0.5092259960809928
"[('IKK', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.6569656962591287,0.3284828481295643,0.6569656962591287,0.3430343037408714,1.0,0.6715171518704357,1.0,0.6715171518704357,0.6715171518704357,0.6269051073144707,0.4499383144471518,-0.0145514556113069,0.0,0.4927242721943465,0.3088913627364412,0.2216955285183239,1.2787548104624276,-21.0,0.4512891847583089
"[('ERK', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.6436584059283446,0.3528914709896305,0.3528914709896305,0.418150453426527,0.7710419244161575,0.418150453426527,0.5,0.7710419244161575,0.7092330650612859,0.5379299173708898,0.4532194266965035,0.2255079525018175,0.0,0.6127539762509088,0.3296186958133355,0.2777120058224398,1.379199099243326,-45.0,0.294217058020739
"[('MEK', 0), ('NOTCH', 1), ('SMAD4', 0)]",0.5076042968240055,0.2797908779520461,0.2797908779520461,0.5439426717144402,0.8237335496664864,0.5439426717144402,0.5,0.8237335496664864,0.7721865811280406,0.4374052220783429,0.3439322609850992,-0.0363383748904346,0.0,0.4818308125547826,0.2107553135697131,0.1657171607742539,1.2937220432284169,-43.0,0.4404182440959077
"[('GLI', 0), ('NOTCH', 1), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('GLI', 0), ('NOTCH', 1), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-54.0,1.0
"[('GLI', 0), ('NFKB', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('GLI', 0), ('GRB2SOS', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('GLI', 0), ('NOTCH', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GLI', 0), ('GSK3b', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GLI', 0), ('NOTCH', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('GLI', 0), ('MDM2', 0), ('NOTCH', 1)]",0.0,0.5678281819250206,0.5678281819250206,1.0,1.0,0.4321718180749794,0.0,1.0,0.0,0.290084919005055,0.3349612121508386,-0.4321718180749794,0.0,0.2839140909625103,0.0823591960812536,0.0951002080555059,1.041488011999859,-40.0,0.4694558702550241
"[('GLI', 0), ('NOTCH', 1), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AP1', 0), ('GLI', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-57.0,1.0
"[('GLI', 0), ('IKK', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('ERK', 0), ('GLI', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.536495097580308,0.2174359677810575,0.0,-1.0,1.0,0.0,0.0,0.0,1.0370655151255557,-46.0,0.496133610440188
"[('GLI', 0), ('MEK', 0), ('NOTCH', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6302412757332292,0.2152214658080627,0.0,-1.0,1.0,0.0,0.0,0.0,1.0163655584931506,-44.0,0.4304867029719895
"[('NOTCH', 1), ('RAF', 0), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,0.0555555555555555,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-55.5,1.0
"[('NFKB', 0), ('NOTCH', 1), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('GRB2SOS', 0), ('NOTCH', 1), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('NOTCH', 1), ('p38', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('GSK3b', 0), ('NOTCH', 1), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-69.0,1.0
"[('NOTCH', 1), ('bcatenin', 0), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
